,match_id,game_time,tower11,tower12,tower21,tower22,target
76,6bb878bceea92603d596b44eb1747e89,1429,1359,876,768,0,0
77,7c97d7e713ec28604982d21d99e4e338,440,0,0,0,0,0
78,a482f58e0fd3ce0efab152b150b7bbbf,451,0,0,0,0,1
79,664cb8ef05567128957886680aae8ba7,1453,1279,999,1264,1165,1
80,c36c992e19143ff77fd00c37a7dca27c,1527,1519,1499,0,0,1
81,d32802bc30bc7b9d0d02b323d604cad8,812,698,490,708,0,0
82,25b6c3048bb42c992ad265a6dcd649e8,1792,1637,1373,1636,1362,0
83,86409fd065175629494ff9068221cf0c,1315,1258,1073,1235,0,0
84,2eeda02322f6a8fb10d2ccc6a5e34e38,1146,1005,192,941,417,1
85,3fb676013c3a1716ffb39a97e61baddc,1112,1102,988,994,958,1
86,713c1e13050d9ec1bea1a5665b01de38,456,430,0,0,0,1
87,89f2f1f1b8c9d588346fc96cf0832c9b,374,0,0,0,0,1
88,e958c7dc5f0034b378bb84dbaeb40610,2039,1961,1768,1726,899,1
89,f42220ca8151938f969382ec78c2319c,710,0,0,0,0,0
90,30b5b92ef80488ecb6cc7160a4239e97,531,0,0,0,0,0
91,3095f696b442a683b881ea35309b100a,3135,1996,1466,1964,1918,0
92,08b519b6140d1ea533a8b22b1971f78d,466,0,0,0,0,1
93,7f964cf689aeb8b2a3c2e081888cca81,954,594,0,619,557,1
94,08db1e0abccea5da2e473df85e462b68,1868,0,0,1787,1381,0
95,7d26cc4eeb492b64223eb03a353e7820,654,0,0,0,0,1
96,5f6bb44c52006af55cbfa63bded828b5,1018,903,0,0,0,1
97,a28f04d9943b3049bd66e34434936856,685,548,0,0,0,0
98,83ef7286c1de451907d8c9ec451f3f20,1526,1448,1351,972,778,1
99,24dfd08585e1202a1cc9ed573725b697,443,0,0,0,0,0
100,580ecfa47e40b5ed5ef7cdaaf8822c92,936,0,0,571,0,1
101,bae27d63a1eda50440cee793604a8427,132,0,0,0,0,1
102,7b21acac39c107a0ffd3b1c95f962ac8,1049,955,903,898,0,1
103,7eded134fba7e890608f4a184eb70731,1721,1451,1181,1487,1044,1
104,937d595c2c32006867dd2ff606d2d2fc,387,0,0,0,0,1
105,a8ae6c21488796ca2f195ab8ac789e13,471,0,0,0,0,1
106,cbf1b7e824bfbdc0ee65e4262b944755,416,0,0,0,0,0
107,1a9e6acbc5309eb68e5d28a8ebb36060,2346,2316,2244,1668,1108,1
108,a9929d15924cfc7163c4280d0940ed19,1444,0,0,1206,979,0
109,899240b740f2c64fd87cbdf4b5943920,2065,1582,1118,2026,1582,0
110,d719cc23d348f7616021fd26aa0083db,1844,1232,1024,1454,1365,1
111,245442eb55061da63df180a968b81441,267,0,0,0,0,0
112,27df6af3f0fe7e31d8daa2b01b209eda,727,0,0,0,0,0
113,fd96126ffbd274e5958947833a1bbd22,1423,1299,779,1368,1310,1
114,28a91f54dc8715e7c392a59ac63f37c0,1686,1480,1210,1561,1181,0
115,abb26a3aa6a14a6ea382268a05624901,1504,1496,1317,1427,0,1
116,ce764f17925bea9419eb4d696a4f8c86,628,552,265,393,0,1
117,bcd8775ed65fe0788a19d166bb40c8a6,1645,1267,0,1535,1471,0
118,6c2a7c1ef36f74ffbf32e3c16e24a03d,183,0,0,0,0,0
119,27dd6de7c10fa7ce4a031f47346610c3,2474,1865,1703,1670,1638,1
120,3dbfe4f44dbcf73865c59dc557895ea2,1734,1339,1267,1187,1136,0
121,85d88edaf37d0df90a05e4e45cb2d951,1185,997,948,0,0,1
122,449b2f59494468e0621c44641529a8db,2043,1874,1654,1898,1830,0
123,8645d72a7477ef7a8424cdedf6602326,259,0,0,0,0,0
124,636b4271c8a21c493bf05c872fdcd8a1,73,0,0,0,0,0
125,92593ab9fb56c56c18a01e0f62c8f3fd,2166,2071,2046,1011,998,1
126,93f769a269e8a335596ec29fcb53485f,1747,1726,1644,1480,1284,1
127,b7c4c2829209cb69d35386db476d43ff,893,880,0,847,0,1
128,1fa5a4d02305b48b7b73b7053593ba6e,1014,1008,672,989,0,1
129,53ad82170e3723e363644fdb6b9962bb,2463,2241,975,2458,2243,0
130,563e54a88e0952a0779b5e81b2bc5339,101,0,0,0,0,1
131,92afee768be6338a2f59f802bf805938,889,809,0,0,0,1
132,986b2fe157a6844139b5087cec668c59,1349,1321,1159,0,0,0
133,f8945083c330770c5605bcc6a0475797,370,0,0,0,0,0
134,8aee370047cd37cdcabc274480790029,84,0,0,0,0,0
135,96b8b832a2ca8a5789f1c260ea26bfed,951,800,674,830,701,0
136,fa8d76f20686e1463df997cfab992c28,144,0,0,0,0,1
137,519be015e20d314aaac5e296b64bd230,1966,1861,0,1514,1432,0
138,9cfaa5efa83c25244ed9b5ffe1a97bdf,2172,1556,1275,2168,2167,0
139,0b12bf6f241c4a0070026e4ca5eeece9,1222,0,0,1194,927,0
140,f71f5589671cc686904d8688ed8884e5,529,0,0,0,0,1
141,812174ac636b6b78afefbabc6608025a,992,0,0,815,464,0
142,fcbee2ad5c6600111886ae0b71ca4305,1736,1587,1266,1468,1040,1
143,e6456fcf0a90014de92d400bec139ba5,97,0,0,0,0,1
144,08da8308493a4e3b30acfb72110e2f88,386,312,231,372,311,1
145,c0b3ae39eb144f401384f066a8cfbefc,218,0,0,0,0,0
146,bbf84fca10770803a18c54f11a7ab38a,1953,1449,1202,1880,1860,0
147,629da95512b50ee1e7984d9e93153620,2136,1876,1493,1895,1673,0
148,65714e6f49d4ee85c7bad4ddf8e70365,247,0,0,0,0,0
149,85d678bef27fc93265ee5474469a254c,2582,1977,1581,1619,1543,1
150,ea5a41fc60e9c605cb7777e9e1427c2d,1308,1046,606,845,709,0
151,c54971945a771d3337629a18040e307a,1482,1202,960,1263,1111,0
152,d6c33dbb5f4e9778147c93de5e83d1fe,2370,1921,1889,2051,1992,1
153,40c427c8d1eb92dc43eaa24f90c8d56d,1927,1792,1500,1893,1671,0
154,5cca1b168f6e1975566b751640ea3c2b,1166,1052,810,1065,965,0
155,8f0e2e158a3e3196a159a7eab66c0b57,1401,1357,1234,778,0,1
156,5e454d90d59f3cba7a5fc0be52205c9d,282,0,0,0,0,1
157,3be715667d9e532a246380035c6c5835,2096,1956,1905,0,0,1
158,6ba947ef62810d34d9539dd1fe9385c4,291,0,0,0,0,1
159,b1f44f0de161702267dbefe9100d7974,1812,1747,1648,1753,1736,1
160,cd1fb8c23d55994efbf818dcb6445174,13,0,0,0,0,1
161,216f3f359de3b010b490c3be129a2bb7,2131,1423,1092,2098,2076,0
162,0e1b6343386be821224e3d8e61ffa0d0,1026,0,0,991,988,0
163,95863e6d65ac673a83ac9f0b6ed808b0,1603,919,0,1463,1445,0
164,ed19d38a715283e6eda8b14ca9d04832,2811,2741,2392,2237,2236,1
165,d869a41a8b823d3d9ebb1156e2886430,1614,652,0,1461,1441,0
166,e180d1d5dcf47711245994f39c3b1b63,632,622,0,0,0,0
167,d35569f82831c7bebbfe420c436062f5,1298,993,0,1193,0,1
168,245bf4ebd37aea03cee98c03b21b6ccf,1206,880,0,1051,1001,0
169,4d19948c765266e35b717f082558db46,42,0,0,0,0,1
170,817ba74ab9ab7eb3c97a0f69ae011f48,1196,0,0,677,642,0
171,6115bc5371efcaaa5b5c55a54a78e5ba,382,0,0,0,0,1
172,795978c7a9de0a4be3d6559e0e1bc508,1321,1178,0,1120,970,1
173,e3cb7392ade53754b7922b0ef86d7a7c,2090,1978,1961,1245,1152,1
174,2ac7558cee87632a128534998fc1303d,738,0,0,725,616,0
175,37b89c9e8a7d6ba23354817fbeb402e3,997,871,573,716,0,0
176,d16ad2683e665c66d8240be85f5864b3,2606,2490,2411,2396,1990,1
177,0f4fb991b6708b347ebbc8852ed19226,1590,1557,1448,1420,1057,1
178,c0d573ca88cf437225d66a0aeae6784b,1494,1319,0,1480,1345,0
179,f433fd2466d05757e16383142e54637a,1414,1399,1322,1049,0,1
180,57c1ed9b560759e4c8f134b159c188da,351,0,0,0,0,1
181,d65b662d08ae8509ca0ceb29f928312d,2911,2771,2672,2652,2462,1
182,c8dce331745498d1276fb69ca3e38c7b,1720,1672,1442,1088,714,1
183,ecc6db14faac87218c5d3eba53b67e9e,676,0,0,0,0,0
184,afe44d6639e48f728c8d5fc9335de32a,2118,1548,1212,2070,1670,0
185,5ddbac6ba73e2fd88ab122bd756ce8e7,871,780,0,0,0,1
186,c5f4460b1e5b61941facfff06d045123,1590,1205,1144,1438,1316,0
187,376afd534e9e4abad72513ce1a307802,1405,1071,926,1323,977,1
188,0b2fd64e3d4d9289667bd8fa21bc456d,1724,1420,1051,1305,1178,0
189,94c51db2d3b36f210cefff30ad72a541,229,0,0,0,0,1
190,29d44fc63e29f6e4119135aa42e5bfd9,453,0,0,0,0,0
191,5a8820becd6c49b9bbb4df10729b3f7c,940,786,771,901,0,0
192,42834593bfad777a707cafd98dfc8e9f,65,0,0,0,0,1
193,06e7c7a5e79b1aa2451fa7039e960876,197,0,0,0,0,0
194,8f8b74ea7d74fcf9f7c2df8c11b6284f,2188,1620,1515,1784,1756,0
195,2a8e2927d9e5b0c6c8858f272af93ab4,909,881,711,0,0,1
196,b1cf5a02dec92eb3598b797c566e0c37,140,0,0,0,0,1
197,42279299194caf6d6c36c7d9bcfefc5b,2505,2278,1974,2454,2444,1
198,6d83a35ca4edede0fc59ea9cbc50a3ef,496,0,0,0,0,0
199,8675b7d7d64ca9adfbdfb0085b7e41cd,439,0,0,0,0,1
200,08a6aabf25fd1bed32c8d45541cb5fea,185,0,0,0,0,0
201,418d25a2be8563cc14eb1cf0ce320585,1250,1246,948,0,0,0
202,0c64ee593d908853848588bb0d283ea0,318,0,0,0,0,0
203,a8a2c7b99a41fd12b4145cd2d1ab53c7,632,0,0,0,0,0
204,c5e06ccf3bc7eea219e4f4eb4faa8a66,1857,1846,1813,1372,1253,1
205,11d598a9d6750ce85a186e2c4fe70776,2409,2098,1916,1731,1726,1
206,7e87a49ceb45fa673427ef92cfcd2fdc,2982,1785,1726,2924,2905,0
207,0ef9d66bc31223d6efa1b6aef3d7bff2,1359,0,0,1332,1230,0
208,cc3e2eb57e6ad906b751f12faca29a56,1766,1301,0,1753,1715,0
209,134f44682f6452835558e69887b0ad58,1364,1149,1116,1288,925,1
210,a8afbaacb118b32db3d637485953b33e,757,457,0,606,0,1
211,33c11a797a917a18cb95cd37ed067fd3,1736,989,927,1673,626,0
212,f565c2fd18b243e9a8d344fbc8507f03,700,0,0,0,0,1
213,5e4fd1f04b5f6886139613be9a34a780,1514,1467,1161,1164,0,0
214,3e59acc07c03d171cb0f66b4264a5661,1477,1187,827,1417,1198,1
215,5eb649658def6bb70998f975c953d279,1193,1100,679,1005,0,1
216,7829918d7a9b1004dbacd137416649c4,947,906,704,0,0,0
217,5d5a1f88b1c19cc2a26c5e46f9baefd8,286,0,0,0,0,1
218,1673be5d59eb3cb152cbdd194e4bdbd3,1213,1066,977,1109,825,0
219,97a0c71c7e7b23ef0e24915644f81a6a,1268,1148,1006,0,0,1
220,3bd3347d87ea9d9665c241a2d6cceaf2,1390,1190,1186,1042,1011,1
221,87326c52996f1763ecaeb20ace4d86b8,2504,2464,1829,2451,2054,1
222,029f98c7429f4014e434855fd110c43c,2848,1486,1451,2776,2762,0
223,59276e263c9ee2570efac71c8931d48b,1860,1779,1750,0,0,1
224,8c1540f9b04fa03520df3e247c136dda,1630,1611,1066,1613,1503,1
225,39b6e5ebf742cfd25bdc7a21cea86696,147,0,0,0,0,1
226,d3fa4196eaceaebd6a1295d509b39238,2008,1957,1923,1926,1471,1
227,9be95d870a19f84578240d8107c70094,2545,2196,2106,2399,1688,0
228,962049f45986a0b47d75e1ef4b8da345,2410,2384,1210,2374,2308,1
229,9872da187bd9c328909e62cc78ac0f6d,508,0,0,0,0,1
230,80fc270e8e0f6a9dc76537e6ca4ff8d3,135,0,0,0,0,0
231,8ee90b9bd05c8abc2aabee36cb0b193d,558,0,0,0,0,1
232,bfdb98dc1da25537c409de1725830641,1298,1081,1043,0,0,1
233,91c65771f33b15d06203f177666a2849,2166,2160,1564,2149,1894,0
234,bab36909505702bb84a035003f5d26d5,1190,1050,914,0,0,1
235,29f021ea2e29b04725d4f1da59d0fe36,1846,1266,1118,1787,1602,0
236,e1e3db8a9bbc2b6a829ebecf7bcea910,776,711,672,0,0,1
237,1f6575113fab0662631e63cf843d9894,661,0,0,0,0,1
238,4757803b2c5a93a0b9f320c995c62954,1917,1285,1154,1884,1871,0
239,29d0616bd3ba5eb32c1c68ded669a8b9,325,0,0,281,234,0
240,49df9fcb132f031a33fd8f34652b2d18,319,0,0,0,0,1
241,65f51381ed8d5104b55273a0672a5f10,155,0,0,0,0,0
242,65c2599225d62c82c05d7a20a3e1ba68,154,0,0,0,0,0
243,cac09603dbec01abbf72b15f8bde2def,439,0,0,0,0,1
244,7e29b5f7c4ad11dffbb9702dd8ae2e71,569,0,0,0,0,1
245,4acd9f6206721ae7b91448ab5a33eca5,786,633,0,0,0,1
246,2f5d69e0fc4e5904e07fc568f066fe73,1824,1769,1554,910,520,1
247,51fa50bb9fb3911ae59aeb32c3b03ca3,941,0,0,0,0,0
248,46a2c08360f38ef7d45f3176706564bd,736,662,436,0,0,1
249,0e869efb79a122a1dc5db8ccd52d093e,1986,1937,1890,1929,1778,1
250,52833c6e5d03d6114e32c12a68b7bcd1,542,0,0,0,0,1
251,65aae798909d4841c6dd9735abe2d468,1498,1476,1436,1464,1453,0
252,af21418aa7b619b336609a0f80da3268,1664,1505,861,1285,0,1
253,c05a91239e503465c3d782e8fcce5b29,1991,1776,1746,1616,1537,0
254,16c4f37eaae5a6ced30adbb605146dcb,1062,804,0,882,785,1
255,854a0886c658fc62048602f57e201ae0,214,0,0,0,0,1
256,9bba5f8a241b80f7e9e96bf2f50b9414,1053,920,858,0,0,0
257,7b2fa2e94f7374316787daaa51096717,62,0,0,0,0,1
258,64416ef17d4da374ec0129c7a4751622,1724,1639,1416,1643,1020,1
259,7f29d0c8669440c48282770deae30a34,855,851,0,0,0,1
260,c982690b30e2b944c03ef1f217971bee,1597,1037,949,1561,1212,1
261,03cf0c60a93322caac6ec73aeb33c745,184,0,0,0,0,1
262,8ca56ac1632ccf1ae38a7bc200b691ed,1453,1422,1265,0,0,1
263,1220ce2d2eb922283e1d52b2bc6f2bea,2146,1544,1518,2136,2037,0
264,b445231d631d506331d3ae120907787e,2239,2221,2178,1995,1775,1
265,3d5da72326afe85ca08f730d37fdf25c,1466,1270,1005,1458,795,1
266,7591926a8ddf993b046483d6b00b6a85,1348,0,0,1195,878,0
267,ac97d6405c575763f08604241b09f4e9,3120,2515,2068,2956,2585,0
268,e62d005bc16f801c2ea5b8e9e374a472,157,0,0,0,0,0
269,243b0657f418b7415f588c6b3539fa86,16,0,0,0,0,1
270,0173669e033aa071c5e56737e58dc85b,2038,0,0,1973,1901,0
271,bee37dcf040f685d34e3b8d1c49b357e,1097,672,427,1013,587,0
272,223e2cbdeb0367e2194fea1f7f7d448a,19,0,0,0,0,0
273,c5ac6922396c5cefc672a287f5783b50,1251,1217,1015,0,0,1
274,557be2bd1f87418c9ec607db56e5a295,919,690,0,0,0,0
275,5a6b64dd3f699fb885f5bdcc040875ac,1011,866,0,0,0,0
276,659e8b809fbe19471c1f67fead6e1623,935,707,0,0,0,0
277,c3700fc8d35cc098738021f1ea7a6a42,1097,1094,1026,0,0,1
278,c99fc5cde689cbe51cf302046e1921ec,1168,971,817,1115,964,0
279,4e81d9822b24f2a56560e1b952051772,1503,1423,1304,1388,1308,1
280,836dc498d35aca7ea72975258c8ae90b,237,0,0,0,0,1
281,dbbccf46085ce675c3a8f5f0fe5fdf5c,450,0,0,0,0,1
282,86b02f859b721d4f70e966527e0efb15,85,0,0,0,0,0
283,e59652540e0749e560e5cf083fd8f2f4,879,865,0,0,0,1
284,0232e6b5594186991d4016ff5a918a4a,768,0,0,0,0,1
285,824efd0231d1f0e2a90328e3e70f16fa,45,0,0,0,0,1
286,ca86981522dcdc248db82e5adb783491,567,0,0,530,0,1
287,0dc94fadef40e80ee440fd914c1fedcf,162,0,0,0,0,0
288,6b656f31b3064b71a6584c1e080f7dfb,1485,1106,1004,0,0,1
289,238e76ea055646e29050af50d7c02d31,2181,1331,1317,2149,2121,0
290,83b2a76c66ce1303b488eea1b3412e87,360,0,0,0,0,0
291,0bd5f5c87a05347b3716148212fa8963,1289,1193,1034,0,0,1
292,717cd295546be44c2f749dc719ba1c74,239,0,0,0,0,1
293,78c193268da661c3ebd3eea7e6c58adc,1232,0,0,1162,1105,0
294,d395219dfa2b07970c1f4e3a8f7c177a,2256,1900,947,1984,1643,1
295,b93951805d5140ffc519e827dd7f8e34,2691,2379,1904,2009,2005,1
296,dd9ccabef7d412bb3f1f798ece933038,1319,1242,0,1257,974,0
297,10ac9e8b771ffd98a38617ef922628e2,942,909,0,521,0,1
298,6f667c9e9c4b06ba36d225b930ba14c9,698,0,0,0,0,1
299,6e8c75beca3970d2ede0ef41153ff18d,1534,1296,0,1520,1475,0
300,f9aa421eba5062a9c85b6c9ea324d3f5,1946,1881,1858,954,0,1
301,f0a7d8e02f27fa8acdd3f1b0f5960b83,454,0,0,0,0,1
302,0a71fe326484b12d7f915305712f7ca4,2055,1869,1805,1523,1336,0
303,78719f3913eec5aeb6e2658e2de15edd,2058,1632,0,1446,1415,0
304,208ae43b06b50c5101bbe433921d2d9d,61,0,0,0,0,1
305,ebc4c07497feaf98a2cb969ec0f33786,2,0,0,0,0,0
306,27f5cc062f8bc90c3230113dcbf6ffa8,2338,1901,1702,1323,1095,0
307,45c2226b81120df3febbb20ebc99d382,45,0,0,0,0,0
308,4c9eb15abd150f4e37bf5a727bc9f23d,2068,2053,1934,1538,906,1
309,6d86be924be55fa6f513ade877712fd4,24,0,0,0,0,0
310,9e458d973d1a1a9b5a1d7c96eda547b6,1072,0,0,0,0,0
311,353eca2b3f449b6cd7ecb885da5a9ebd,491,0,0,0,0,1
312,9e24b503713df7b217d8e5f00a6abc1f,1754,1657,1632,1517,987,1
313,ad7df827992bbd6dc48bfbf199d8f509,11,0,0,0,0,1
314,003af38fcfff19649b80b1ff0c14bf33,1526,1025,940,0,0,1
315,0158bee996431db427867acefc67416e,998,825,727,0,0,1
316,5ffba8f95a97cb35b391fb6237c1df36,1001,982,910,874,445,0
317,53b1fee54fc109735cb6a3ceee410c3a,635,0,0,0,0,1
318,5493c8060c9d7edb600d9476a97c021d,742,650,0,0,0,1
319,9c1d1d9ac8e02404cd9f18d101e235c4,1082,856,755,782,0,0
320,12f1af4f218fda1c87521d61a573ab09,1056,1029,799,0,0,1
321,f71e487caaf37854a07f8b619463e4c7,1589,1563,1557,0,0,1
322,ef22f74afc4f23906dcda71cca4af10f,687,674,579,0,0,1
323,84bcf5677f29c825ff5cf182b151dcbb,1076,650,0,566,545,1
324,4f8dfa7f741fd6daafeac69939b8581f,418,0,0,0,0,1
325,9480cad98e5eb6caa09538cdf229eed2,1855,1606,1572,1045,673,1
326,d653ae79c2e83015274542b462122545,573,0,0,0,0,1
327,a534fde966a0e69f157f6a8fa4419a11,1745,869,639,1089,1042,1
328,ab5a9071d8315102f24d64ab347866ee,1886,1775,1760,1159,0,0
329,b1f07715f2ca3f5e0e240e0c7ac55c12,2390,2275,1942,1950,1707,0
330,c06fa4257e3088b5c6b61da95bd955bf,429,0,0,0,0,0
331,38a2d06227afba39b278a439ba4c3de9,1417,1295,1054,0,0,0
332,182927ac41381281587f1164e469dadc,2195,1882,1688,1494,0,1
333,364fab3ccc97c713883eac8b06cb9aeb,507,0,0,0,0,1
334,0cfe0e627cfabefb2438b9a5887def91,1470,1291,1034,0,0,1
335,22ad7fc0e76348ee737aa79c9e3665c8,1829,1726,1231,1676,1660,0
336,02ea4bcfd7f11b21457329686f821a20,454,0,0,0,0,0
337,b11d7c9f0757f54674d322951bba5037,1106,1008,0,1093,996,1
338,612b070fd7d2862bc85d30d8bfa9fc08,136,0,0,0,0,0
339,e31ac8eb1e6e0a020a14088f3fe6a2a7,832,0,0,0,0,0
340,be4ba8a4ecc3fa9af9ed909b97f9de4c,1496,1268,1142,1468,0,1
341,cf20f86bbe51d8bde133314adfb9f319,393,0,0,0,0,1
342,e5ba06905722af7ee316516379620362,1178,1091,961,991,701,1
343,47a89d76a4c3557fa2ffbbb75a27a802,2133,1962,1253,1701,1497,1
344,2d8382281750b55685ef614a9aad4292,625,0,0,0,0,0
345,6367c9da2449c9631aa0ef8417304078,160,0,0,0,0,0
346,8f6bed059c0aefb368591f46e653420f,2954,2650,2289,2183,1324,1
347,4682e943de3d621777b0509ef8e51b5c,1677,1590,1024,1171,868,1
348,11519a75a50e6b9c6c7900159a0c41b1,174,0,0,0,0,0
349,09651232f21c4a613ec01724d988fb0d,153,0,0,0,0,1
350,7aab5a7a2a9c5a2d3aa8fb527cbfbdd5,808,662,0,732,0,1
351,c183c27e8b6015c7bb2c4dcb2213d635,1512,1251,1087,1358,1064,1
352,e78370bf2ae721625ef3cf3e1216e409,1418,1168,1158,1341,1298,0
353,b00660418f4bf7c8161e39023cc4bccd,2580,2564,2421,2532,2168,0
354,689daa2f525198b0ebe40f88c1d383e0,543,540,0,0,0,1
355,49e45b1c47565a4f272b9ffd71338238,534,382,0,0,0,1
356,83a3faaa7e08042be92a1f37f9fb1e24,2711,2482,1927,2303,1275,1
357,22f20cb5389a40c4dbd86b5453524b96,400,0,0,0,0,0
358,4122c588dfe35743e9c8864009ac0563,1755,1660,1486,1306,0,1
359,ca7d40f05d6b034863f61fed546e2bfe,526,0,0,0,0,0
360,92e63d4dba6bc1ad9f9d661d57ac0b02,679,0,0,0,0,1
361,ed8200a80ded3621d16141d54cb29d91,1134,1110,1045,757,0,0
362,bfc984599764dc1df59583664cf4c0c2,337,0,0,0,0,1
363,60814776b8e0624e7a9956c121c992bc,2049,1990,1892,1901,1153,1
364,5f67d663df43554cfd631998b1eea98e,1010,0,0,748,0,1
365,3fbe99ce8c75b0ccc4eb1ff75d07d4ff,2181,2000,1669,2107,1197,0
366,f3d266e4d892aa433b62817720ebacbe,1106,952,872,0,0,1
